KM,callnum,title,author,year,month,page,specattr,specattrloc,specneg,specnegloc,specop,specformpage,specdescpage,sprocessperiod,sprocess,photomech,hasphoto,paperman,paperbran,paperloc,negman,negbran,negloc,lensman,lensbran,lensloc,mountman,mountloc,coatman,coatloc,accman,accloc,subj,snote,sanalysis,specpath,fullspecpath,negman_k,mountman_k,lensman_k,accman_k,coatman_k,paperman_k,author_sort,specattr_sort,specneg_sort,specop_sort,localpath,cluster,decade,title_c,author_c,decade_c,specattr_c,specattrloc_c,specneg_c,specnegloc_c,specop_c,sprocess_c,photomech_c,hasphoto_c,paperman_c,paperbran_c,paperloc_c,negman_c,negbran_c,negloc_c,lensman_c,lensbran_c,lensloc_c,mountman_c,mountloc_c,coatman_c,coatloc_c,accman_c,accloc_c,subj_c,cluster_c,negman_k_c,mountman_k_c,lensman_k_c,accman_k_c,coatman_k_c,paperman_k_c,tabspecpath
885,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,February,97a,F. Gutekunst,"Philadelphia, PA, USA",A.W. Dimock,"New York, NY, USA",,,107-110,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/885_S.JPG,specimens_resized_panel/885_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Dimock, A.W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/885_S.JPG,9,189,1,0,0,0,0,7,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/885_S.JPG
886,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,March,129a,H.L. Roberts & Co.,"Philadelphia, PA, USA",H. Randall,"Ann Arbor, MI, USA",George Sperry,155,155,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",Wuestner,Orthochromatic Dry Plates,"Jersey City, NJ, USA",,,,,,,,,,"Portrait, children",,,specimens_resized/886_S.JPG,specimens_resized_panel/886_S.JPG,True,False,False,False,False,True,"Wilson, Edward L.",H.L. Roberts & Co.,"Randall, H.","Sperry, George",/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/886_S.JPG,10,189,1,0,0,7,0,7,7,4,0,0,0,0,0,0,6,3,3,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,1,specimens/886_S.JPG
887,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,April,193a,H.L. Roberts & Co.,"Philadelphia, PA, USA",J.R. Hanna,"Auckland, New Zealand",,,213,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portraits, miscellaneous",,,specimens_resized/887_S.JPG,specimens_resized_panel/887_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",H.L. Roberts & Co.,"Hanna, J.R.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/887_S.JPG,1,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1,specimens/887_S.JPG
888,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,April,225a,F. Gutekunst,"Philadelphia, PA, USA",Edward L. Wilson,"New York, NY, USA",,,228-230,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/888_S.JPG,specimens_resized_panel/888_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Wilson, Edward L.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/888_S.JPG,9,189,1,0,0,0,0,2,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/888_S.JPG
889,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,May,257a,Fellows Photographic Co.,"Philadelphia, PA, USA",J.C. Strauss,"St. Louis, MO, USA",,,283-284,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/889_S.JPG,specimens_resized_panel/889_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows Photographic Co.,"Strauss, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/889_S.JPG,4,189,1,0,0,7,0,7,5,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,6,0,0,0,0,0,1,specimens/889_S.JPG
890,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,May,289a,F. Gutekunst,"Philadelphia, PA, USA",T.E. Houston,"Cannelton, ID, USA",,,305,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Animal,,,specimens_resized/890_S.JPG,specimens_resized_panel/890_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Houston, T.E.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/890_S.JPG,7,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,specimens/890_S.JPG
891,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,June,322a,H.L. Roberts & Co.,"Philadelphia, PA, USA",H. Randall,"Ann Arbor, MI, USA",George Sperry,,338,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/891_S.JPG,specimens_resized_panel/891_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",H.L. Roberts & Co.,"Randall, H.","Sperry, George",/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/891_S.JPG,6,189,1,0,0,7,0,7,7,4,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,1,specimens/891_S.JPG
892,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,June,353a,F. Gutekunst,"Philadelphia, PA, USA",C.T. Stuart,"Hartford, CT, USA",,,368,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Architecture / Landscape,,,specimens_resized/892_S.JPG,specimens_resized_panel/892_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Stuart, C.T.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/892_S.JPG,7,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,specimens/892_S.JPG
893,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,July,385a,Fellows Photographic Co.,"Philadelphia, PA, USA",Frank Edsall,"New York, NY, USA",,,389-390,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",Harvard,Dry Plates,"Cambridge, MA, USA",,,,,,,,,,"Portrait, child",,,specimens_resized/893_S.JPG,specimens_resized_panel/893_S.JPG,True,False,False,False,False,True,"Wilson, Edward L.",Fellows Photographic Co.,"Edsall, Frank",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/893_S.JPG,4,189,1,0,0,7,0,7,2,7,0,0,0,0,0,0,7,0,6,7,7,7,7,7,7,7,7,7,3,6,1,0,0,0,0,1,specimens/893_S.JPG
894,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,July,417a,F. Gutekunst,"Philadelphia, PA, USA",H. McMichael,"Buffalo, NY, USA",,,429-430,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/894_S.JPG,specimens_resized_panel/894_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","McMichael, H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/894_S.JPG,4,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,0,specimens/894_S.JPG
895,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,August,449a,Fellows Photographic Co.,"Philadelphia, PA, USA",P.H. Rose,"Providence, RI, USA",,,466-467,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/895_S.JPG,specimens_resized_panel/895_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows Photographic Co.,"Rose, P.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/895_S.JPG,10,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,0,0,1,specimens/895_S.JPG
896,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,August,481a,F. Gutekunst,"Philadelphia, PA, USA",H.P. Robinson,"Turnbridge Wells, England, UK",,,497-499,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/896_S.JPG,specimens_resized_panel/896_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Robinson, H.P.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/896_S.JPG,1,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/896_S.JPG
897,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,September,513a,Fellows Photographic Co.,"Philadelphia, PA, USA",Pach Bros,"New York, NY, USA",,,530-531,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,Genre,,,specimens_resized/897_S.JPG,specimens_resized_panel/897_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows Photographic Co.,Pach Bros,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/897_S.JPG,2,189,1,0,0,7,0,7,2,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,1,specimens/897_S.JPG
898,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,October,577a,Fellows Photographic Co.,"Philadelphia, PA, USA",F. Tomlinson,"Detroit, MI, USA",,,580-581,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/898_S.JPG,specimens_resized_panel/898_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows Photographic Co.,"Tomlinson, F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/898_S.JPG,2,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,1,specimens/898_S.JPG
899,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,October,609a,F. Gutekunst,"Philadelphia, PA, USA",W. Noel,"Wyethville, VA, USA",,,631,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/899_S.JPG,specimens_resized_panel/899_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Noel, W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/899_S.JPG,9,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/899_S.JPG
900,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,November,673a,F. Gutekunst,"Philadelphia, PA, USA",Charles Scolik,"Vienna, Austria",,,693-694,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Genre / Portrait, woman",,,specimens_resized/900_S.JPG,specimens_resized_panel/900_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Scolik, Charles",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/900_S.JPG,2,189,1,0,0,0,0,7,3,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,specimens/900_S.JPG
901,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,December,705a,Charles T. Fellows,"Philadelphia, PA, USA",G.M. Elton,"Palmyra, NY, USA",,,718,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,Genre,,,specimens_resized/901_S.JPG,specimens_resized_panel/901_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.","Elton, G.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/901_S.JPG,2,189,1,0,0,7,0,5,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,1,specimens/901_S.JPG
902,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1891,December,737a,F. Gutekunst,"Philadelphia, PA, USA",H. McMichael,"Buffalo, NY, USA",,,745-746,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Genre / Portrait, woman",,,specimens_resized/902_S.JPG,specimens_resized_panel/902_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","McMichael, H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/902_S.JPG,2,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,specimens/902_S.JPG
903,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,December,1b,F. Gutekunst,"Philadelphia, PA, USA",H.O. Newcomb,"Millville, NJ, USA",,,733-734,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, women",,,specimens_resized/903_S.JPG,specimens_resized_panel/903_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Newcomb, H.O.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/903_S.JPG,10,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,specimens/903_S.JPG
904,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,January,1a,Charles T. Fellows,"Philadelphia, PA, USA",R.M. Wilson,"Chicago, IL, USA",,,18,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",Cramer,B Dry Plates,"St Louis, MO, USA",Suter,5 A Lens,"Basel, Switzerland",,,,,,,"Portrait, woman",,,specimens_resized/904_S.JPG,specimens_resized_panel/904_S.JPG,True,False,True,False,False,True,"Wilson, Edward L.","Fellows, Charles T.","Wilson, Mrs. R.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/904_S.JPG,4,189,1,0,0,7,0,7,4,7,0,0,0,0,0,0,0,1,0,3,7,3,7,7,7,7,7,7,0,6,1,0,1,0,0,1,specimens/904_S.JPG
905,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,January,33a,F. Gutekunst,"Philadelphia, PA, USA",W.H. Partridge,"Boston, MA, USA",,,49,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, children",,,specimens_resized/905_S.JPG,specimens_resized_panel/905_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Partridge, W.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/905_S.JPG,2,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,specimens/905_S.JPG
906,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,February,65a,Charles T. Fellows,"Philadelphia, PA, USA",George G. Rockwood,"New York, NY, USA",,,92,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, children",,,specimens_resized/906_S.JPG,specimens_resized_panel/906_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.","Rockwood, George G.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/906_S.JPG,4,189,1,0,0,7,0,7,2,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,1,specimens/906_S.JPG
907,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,February,97a,Photogravure Co.,"New York, NY, USA",Fritz Luckhardt,"Vienna, Austria",,,120,Photogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/907_S.JPG,specimens_resized_panel/907_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.",Photogravure Co.,"Luckhardt, Fritz",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/907_S.JPG,2,189,1,0,0,5,1,1,3,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/907_S.JPG
908,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,March,129a,Charles T. Fellows,"Philadelphia, PA, USA",Mrs. R.M. Wilson,"Chicago, IL, USA",,,132-133,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",Cramer,Isochromatic Dry Plates,"St Louis, MO, USA",Suter,1 A Lens,"Basel, Switzerland",,,,,,,Landscape,,,specimens_resized/908_S.JPG,specimens_resized_panel/908_S.JPG,True,False,True,False,False,True,"Wilson, Edward L.","Fellows, Charles T.","Wilson, Mrs. R.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/908_S.JPG,9,189,1,0,0,7,0,7,4,7,0,0,0,0,0,0,0,2,0,3,7,3,7,7,7,7,7,7,1,2,1,0,1,0,0,1,specimens/908_S.JPG
909,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,April,193a,Charles T. Fellows,"Philadelphia, PA, USA",,,,,208-209,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,Artwork,,,specimens_resized/909_S.JPG,specimens_resized_panel/909_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/909_S.JPG,10,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,2,1,0,0,0,0,0,1,specimens/909_S.JPG
910,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,April,225a,F. Gutekunst,"Philadelphia, PA, USA",Walter B. Swift,"Wellesley, MA, USA",,,230-231,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/910_S.JPG,specimens_resized_panel/910_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Swift, Walter B.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/910_S.JPG,7,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,0,0,0,0,0,0,specimens/910_S.JPG
911,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,May,257a,Charles T. Fellows,"Philadelphia, PA, USA",Sarony,"New York, NY, USA",,,267,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portraits, women",,,specimens_resized/911_S.JPG,specimens_resized_panel/911_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.",Sarony,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/911_S.JPG,1,189,1,0,0,7,0,4,2,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1,specimens/911_S.JPG
912,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,May,289a,F. Gutekunst,"Philadelphia, PA, USA",Hugh L. Reeves,"Bridgeton, NJ, USA",,,295-296,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/912_S.JPG,specimens_resized_panel/912_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Reeves, Hugh L.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/912_S.JPG,9,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/912_S.JPG
913,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,June,321a,Charles T. Fellows,"Philadelphia, PA, USA",J.M. Brainerd,"Rome, NY, USA",,,334-335,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/913_S.JPG,specimens_resized_panel/913_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.","Brainerd, J.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/913_S.JPG,10,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,0,0,1,specimens/913_S.JPG
914,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,June,353a,F. Gutekunst,"Philadelphia, PA, USA",Ralph W. Robinson,"Redhill, England, UK",,,358-360,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/914_S.JPG,specimens_resized_panel/914_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Robinson, Ralph W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/914_S.JPG,7,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,0,0,0,0,0,0,specimens/914_S.JPG
915,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,July,385a,Charles T. Fellows,"Philadelphia, PA, USA",Gilbert & Bacon,"Philadelphia, PA, USA",,,392-393,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/915_S.JPG,specimens_resized_panel/915_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.","Fellows, Charles T.",Gilbert & Bacon,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/915_S.JPG,4,189,1,0,0,7,0,7,0,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/915_S.JPG
916,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,July,417a,F. Gutekunst,"Philadelphia, PA, USA",C.P. Hibbard,"Lisbon, NH, USA",,,417-419,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/916_S.JPG,specimens_resized_panel/916_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Hibbard, C.P.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/916_S.JPG,9,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/916_S.JPG
917,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,August,449a,Fellows & Graves,"Philadelphia, PA, USA",H. Randall,"Ann Arbor, MI, USA",,,457-458,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/917_S.JPG,specimens_resized_panel/917_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows & Graves,"Randall, H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/917_S.JPG,10,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,1,specimens/917_S.JPG
918,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,August,481a,F. Gutekunst,"Philadelphia, PA, USA",Spencer Judd,"Sewanee, TN, USA",,,498-499,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, child",,,specimens_resized/918_S.JPG,specimens_resized_panel/918_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Judd, Spencer",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/918_S.JPG,2,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,0,0,0,0,specimens/918_S.JPG
919,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,September,513a,Fellows & Graves,"Philadelphia, PA, USA",J. F. Ryder,"Cleveland, OH, USA",,,513,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/919_S.JPG,specimens_resized_panel/919_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows & Graves,"Ryder, J.F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/919_S.JPG,4,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/919_S.JPG
920,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,October,561a,Fellows & Graves,"Philadelphia, PA, USA",P.H. Rose,"Providence, RI, USA",,,571,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child / Genre",,,specimens_resized/920_S.JPG,specimens_resized_panel/920_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows & Graves,"Rose, P.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/920_S.JPG,10,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,1,specimens/920_S.JPG
921,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,October,593a,F. Gutekunst,"Philadelphia, PA, USA",C.S. Dodge,"Chattanooga, TN, USA",,,605-606,Phototype,Collotype,True,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/921_S.JPG,specimens_resized_panel/921_S.JPG,False,False,False,False,False,False,"Wilson, Edward L.","Gutekunst, F.","Dodge, C.S.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/921_S.JPG,7,189,1,0,0,0,0,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,0,0,0,0,0,0,specimens/921_S.JPG
922,TR 1. W3,Wilson's Photographic Magazine,Edward L. Wilson,1892,November,625a,Fellows & Graves,"Philadelphia, PA, USA",C.S. Bateham,"Norwalk, OH, USA",,,637-638,Silver print,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/922_S.JPG,specimens_resized_panel/922_S.JPG,False,False,False,False,False,True,"Wilson, Edward L.",Fellows & Graves,"Bateham, C.S.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/922_S.JPG,6,189,1,0,0,7,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,1,specimens/922_S.JPG
